No. of features, selected_features, transformer, sim_func, fix_len_func, k stock, window_len, next_t, model, target_col, sim_col, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse, folds_result, mean_orders_count_per_hours, mean_sharpe_ratio, mean_profit_%, mean_profit, mean_L_orders_count_per_hours, mean_L_sharpe_ratio, mean_L_profit_%, mean_L_profit
1, ['Close_norm'], None, co-integration, time_join, 0, 5, 1, XGBClassifier, Close_norm, Close_norm, 0.4911, 0.04, 0.48, 0.0382, NaN, NaN, +++-+, 0.262, 0.846, 1.912, 33.022, 0.012, 1.064, 4.925, 82.041
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 5, 1, XGBClassifier, Close_norm, Close_norm, 0.4637, 0.0411, 0.4088, 0.0513, NaN, NaN, --+--, 0.157, 0.764, -1.858, -31.121, 0.012, 1.027, 3.04, 49.97
 1, ['Close_norm'], None, co-integration, time_join, 0, 10, 1, XGBClassifier, Close_norm, Close_norm, 0.5212, 0.0542, 0.5003, 0.0482, NaN, NaN, +-+++, 0.223, 1.159, 0.752, 15.56, 0.013, 1.397, 4.035, 69.215
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 10, 1, XGBClassifier, Close_norm, Close_norm, 0.4841, 0.0186, 0.4564, 0.0466, NaN, NaN, +--++, 0.205, 0.765, 0.379, 6.354, 0.013, 0.855, 3.848, 64.611
 1, ['Close_norm'], None, co-integration, time_join, 0, 15, 1, XGBClassifier, Close_norm, Close_norm, 0.5101, 0.031, 0.4855, 0.0303, NaN, NaN, ---+-, 0.159, 1.123, -2.535, -42.059, 0.014, 1.177, 2.535, 43.468
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 15, 1, XGBClassifier, Close_norm, Close_norm, 0.4843, 0.0094, 0.4374, 0.0627, NaN, NaN, ----+, 0.159, 0.512, -1.612, -25.557, 0.014, 0.848, 2.997, 51.719
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, time_join, 0, 5, 1, XGBClassifier, Close_norm, Close_norm, 0.538, 0.0483, 0.5272, 0.0444, NaN, NaN, ++-++, 0.409, 0.797, 4.137, 62.457, 0.013, 0.696, 5.502, 88.551
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, co-integration, time_join, 0, 5, 1, XGBClassifier, Close_norm, Close_norm, 0.5353, 0.044, 0.5272, 0.0423, NaN, NaN, +-+++, 0.217, 0.529, 5.424, 92.928, 0.013, 0.567, 6.145, 103.787
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, co-integration, time_join, 0, 5, 1, XGBClassifier, Close_norm, Close_norm, 0.505, 0.0641, 0.4961, 0.0664, NaN, NaN, +-+--, 0.351, 0.679, 1.387, 17.484, 0.013, 0.815, 4.127, 66.065
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, time_join, 0, 10, 1, XGBClassifier, Close_norm, Close_norm, 0.4718, 0.0498, 0.4564, 0.0521, NaN, NaN, -++--, 0.421, -0.683, -1.677, -35.598, 0.013, -0.135, 2.891, 44.622
