No. of features, selected_features, transformer, sim_func, fix_len_func, k stock, window_len, next_t, model, target_col, sim_col, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse, folds_result, mean_orders_count_per_hours, mean_sharpe_ratio, mean_profit_%, mean_profit, mean_L_orders_count_per_hours, mean_L_sharpe_ratio, mean_L_profit_%, mean_L_profit
1, ['Close_norm'], None, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_norm, Close_norm, 0.5482, 0.0718, 0.5344, 0.0669, 0.653, 0.565, +--++, 0.257, 0.756, 0.884, 16.792, 0.018, 1.043, 3.984, 29.158
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_norm, Close_norm, 0.5127, 0.0439, 0.465, 0.0794, 0.83, 0.575, D---+, 0.221, -0.323, -3.832, -20.576, 0.018, 0.55, 1.625, 10.474
 1, ['Close_norm'], None, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_norm, Close_norm, 0.5312, 0.0413, 0.5165, 0.0357, 0.709, 0.628, +---+, 0.231, 0.128, -1.78, 1.364, 0.02, 0.651, 1.846, 14.73
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_norm, Close_norm, 0.5077, 0.0393, 0.4706, 0.0802, 0.905, 0.669, D--++, 0.223, -0.092, -2.171, 0.86, 0.02, 0.604, 1.65, 14.478
 1, ['Close_norm'], None, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_norm, Close_norm, 0.541, 0.055, 0.5076, 0.0637, 0.721, 0.674, ++--+, 0.199, 0.379, 0.558, 12.056, 0.022, 1.208, 3.073, 19.468
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_norm, Close_norm, 0.5062, 0.0526, 0.4586, 0.0914, 0.967, 0.722, D+--+, 0.217, -0.092, -2.096, 2.192, 0.022, 0.277, 1.746, 14.536
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_norm, Close_norm, 0.5292, 0.0423, 0.507, 0.0425, 0.685, 0.592, ++--+, 0.265, 0.908, 1.799, 14.08, 0.018, 1.195, 4.264, 26.326
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_norm, Close_norm, 0.5074, 0.043, 0.4277, 0.0871, 1.177, 0.666, D+-+D, 0.098, 0.171, -1.379, -3.1, 0.018, 0.54, 2.676, 17.736
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_norm, Close_norm, 0.5073, 0.0246, 0.457, 0.0717, 0.991, 0.614, D--++, 0.203, 0.081, -2.362, -7.648, 0.018, 0.636, 2.184, 15.462
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_norm, Close_norm, 0.5258, 0.0306, 0.5032, 0.0423, 0.71, 0.649, +---+, 0.267, 0.43, -0.934, 4.036, 0.02, 0.767, 2.137, 15.142
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_norm, Close_norm, 0.5499, 0.0522, 0.4752, 0.0967, 1.291, 0.799, D+-++, 0.131, 0.439, 1.639, 16.352, 0.02, 0.489, 3.424, 21.3
