No. of features, selected_features, transformer, sim_func, fix_len_func, k stock, window_len, next_t, model, target_col, sim_col, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse, folds_result, mean_orders_count_per_hours, mean_sharpe_ratio, mean_profit_%, mean_profit, mean_L_orders_count_per_hours, mean_L_sharpe_ratio, mean_L_profit_%, mean_L_profit
1, ['Close_norm'], None, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_norm, Close_norm, 0.5237, 0.0534, 0.5104, 0.0419, 0.496, 0.218, +-+++, 0.334, 0.763, 3.907, 60.652, 0.012, 0.888, 5.923, 95.856
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_norm, Close_norm, 0.5359, 0.0793, 0.5172, 0.0927, 0.522, 0.237, +-+++, 0.276, 1.039, 4.803, 83.578, 0.012, 1.266, 6.371, 107.319
 1, ['Close_norm'], None, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_norm, Close_norm, 0.5372, 0.0295, 0.5209, 0.0397, 0.488, 0.195, +++++, 0.277, 1.167, 6.012, 96.236, 0.013, 1.14, 6.665, 109.552
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_norm, Close_norm, 0.4947, 0.0148, 0.4809, 0.0248, 0.536, 0.231, +-+--, 0.223, 0.731, 3.277, 49.847, 0.013, 1.012, 5.297, 86.358
 1, ['Close_norm'], None, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_norm, Close_norm, 0.5099, 0.0413, 0.4967, 0.0325, 0.525, 0.227, +-+-+, 0.214, 0.43, 2.434, 38.467, 0.014, 0.937, 5.02, 83.731
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_norm, Close_norm, 0.4843, 0.0443, 0.4611, 0.0483, 0.549, 0.231, +-+--, 0.22, 0.025, 1.065, 14.666, 0.014, 0.553, 4.335, 71.83
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_norm, Close_norm, 0.4922, 0.0681, 0.4815, 0.0696, 0.476, 0.197, ---++, 0.23, 0.977, 2.102, 40.87, 0.013, 0.835, 4.484, 77.758
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_norm, Close_norm, 0.5051, 0.0478, 0.4511, 0.0834, 0.693, 0.224, -+-++, 0.129, 0.859, 0.724, 14.713, 0.013, 0.427, 3.795, 64.68
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_norm, Close_norm, 0.4973, 0.0417, 0.4844, 0.0428, 0.521, 0.215, +-+++, 0.242, 0.935, 3.033, 49.291, 0.013, 1.049, 4.95, 81.969
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_norm, Close_norm, 0.4985, 0.0307, 0.4867, 0.0273, 0.484, 0.193, +++--, 0.251, 1.063, 3.759, 56.964, 0.013, 1.095, 5.609, 90.903
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_norm, Close_norm, 0.5256, 0.0488, 0.4977, 0.067, 0.736, 0.285, ++-++, 0.143, 1.834, 0.551, 10.714, 0.013, 1.754, 4.005, 67.778
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_norm, Close_norm, 0.496, 0.0255, 0.4756, 0.0454, 0.54, 0.203, --++-, 0.235, 1.424, 2.724, 42.171, 0.013, 1.383, 5.091, 83.506
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_norm, Close_norm, 0.4941, 0.0348, 0.4828, 0.0263, 0.549, 0.245, +++++, 0.24, 1.29, 6.073, 96.302, 0.014, 1.201, 6.694, 110.433
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_norm, Close_norm, 0.4911, 0.0532, 0.4656, 0.0643, 0.805, 0.339, ----+, 0.136, 0.436, -3.338, -47.976, 0.014, 0.853, 1.988, 38.294
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_norm, Close_norm, 0.5058, 0.0196, 0.4944, 0.01, 0.609, 0.321, +-++-, 0.211, 0.863, 4.117, 64.498, 0.014, 1.121, 5.716, 94.531
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_norm, Close_norm, 0.5113, 0.0426, 0.4926, 0.0481, 0.506, 0.19, +-++-, 0.252, 1.433, 6.084, 97.685, 0.012, 1.198, 7.011, 114.372
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_norm, Close_norm, 0.4937, 0.0262, 0.4736, 0.0465, 0.552, 0.253, +-++-, 0.209, 1.373, 2.972, 45.188, 0.012, 1.341, 5.455, 88.124
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_norm, Close_norm, 0.4867, 0.0119, 0.4581, 0.0273, 0.504, 0.2, +-+-+, 0.168, 0.126, 2.792, 43.666, 0.013, 0.52, 5.055, 83.267
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_norm, Close_norm, 0.4999, 0.0325, 0.4859, 0.0361, 0.527, 0.219, +++-+, 0.221, 0.725, 1.387, 19.841, 0.013, 0.814, 4.352, 71.355
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_norm, Close_norm, 0.5014, 0.0249, 0.4827, 0.0139, 0.559, 0.258, +-+--, 0.18, 0.522, 3.337, 49.507, 0.014, 1.019, 5.471, 89.251
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_norm, Close_norm, 0.5014, 0.0265, 0.4814, 0.0165, 0.59, 0.278, +--++, 0.216, 1.301, -0.599, -9.544, 0.014, 1.631, 3.503, 59.725
 1, ['Close_norm'], None, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_proc, Close_norm, 0.5112, 0.0251, 0.5014, 0.0284, 0.009, 0.003, +++-+, 0.294, 0.882, 4.035, 65.347, 0.012, 0.923, 5.987, 98.204
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_proc, Close_norm, 0.5011, 0.0573, 0.4607, 0.0672, 0.164, 0.054, +-+++, 0.227, 1.286, 1.357, 22.08, 0.012, 1.462, 4.648, 76.57
 1, ['Close_norm'], None, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_proc, Close_norm, 0.5398, 0.0268, 0.5259, 0.0281, 0.008, 0.002, +++++, 0.269, 1.546, 8.43, 138.941, 0.013, 1.286, 7.874, 130.905
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_proc, Close_norm, 0.492, 0.0373, 0.4648, 0.0182, 0.166, 0.05, +-+--, 0.253, -0.137, -1.329, -27.213, 0.013, 0.536, 2.994, 47.828
 1, ['Close_norm'], None, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_proc, Close_norm, 0.5443, 0.0487, 0.5212, 0.057, 0.008, 0.003, ++-++, 0.197, 1.243, 4.449, 72.242, 0.014, 1.121, 6.027, 100.619
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_proc, Close_norm, 0.4673, 0.0236, 0.4329, 0.0383, 0.173, 0.058, +-++-, 0.199, 0.492, -0.677, -15.143, 0.014, 1.052, 3.464, 56.926
 1, ['Close_proc'], None, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_proc, Close_norm, 0.5077, 0.0441, 0.5038, 0.0453, 0.009, 0.003, +++--, 0.492, 0.532, -0.15, -12.509, 0.013, 0.51, 3.358, 51.068
 1, ['Close_proc'], SAX, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_proc, Close_norm, 0.5228, 0.0545, 0.476, 0.058, 0.153, 0.058, +++-+, 0.212, 0.692, 6.327, 102.172, 0.013, 0.674, 6.596, 108.409
 1, ['Close_proc'], None, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_proc, Close_norm, 0.515, 0.0491, 0.5071, 0.0482, 0.008, 0.002, ++++-, 0.477, 0.69, 3.431, 48.166, 0.013, 0.453, 5.445, 86.504
 1, ['Close_proc'], SAX, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_proc, Close_norm, 0.5472, 0.0227, 0.525, 0.0277, 0.157, 0.063, +++-+, 0.337, 0.855, 6.788, 112.062, 0.013, 0.868, 7.124, 118.452
 1, ['Close_proc'], None, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_proc, Close_norm, 0.5376, 0.0284, 0.5317, 0.0285, 0.008, 0.003, ++++-, 0.5, 0.494, 5.416, 80.33, 0.014, 0.554, 6.366, 102.447
 1, ['Close_proc'], SAX, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_proc, Close_norm, 0.5175, 0.0346, 0.5085, 0.0342, 0.178, 0.06, ++---, 0.407, 0.178, 0.102, -5.339, 0.014, 0.695, 3.708, 59.613
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_proc, Close_norm, 0.4874, 0.0127, 0.4813, 0.0078, 0.008, 0.003, +----, 0.359, -0.309, -4.132, -72.863, 0.013, 0.23, 1.367, 20.891
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_proc, Close_norm, 0.5304, 0.0589, 0.5245, 0.0617, 0.009, 0.003, ++-+-, 0.273, 0.126, -2.686, -46.819, 0.013, 0.139, 2.09, 33.914
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_proc, Close_norm, 0.4999, 0.0361, 0.4951, 0.0344, 0.169, 0.055, ++-+-, 0.343, 0.879, 0.532, 8.029, 0.013, 0.773, 3.699, 61.337
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_proc, Close_norm, 0.5121, 0.0342, 0.5029, 0.0365, 0.008, 0.002, ++++-, 0.369, 0.489, 5.018, 79.747, 0.013, 0.574, 6.239, 102.295
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_proc, Close_norm, 0.469, 0.0307, 0.4632, 0.0285, 0.009, 0.004, ++-+-, 0.286, 1.094, -1.865, -35.089, 0.013, 0.901, 2.797, 44.876
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_proc, Close_norm, 0.5282, 0.0261, 0.5188, 0.0321, 0.169, 0.047, +-+-+, 0.367, 1.134, 2.656, 41.229, 0.013, 1.343, 5.057, 83.035
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_proc, Close_norm, 0.4998, 0.0648, 0.4935, 0.0674, 0.008, 0.002, --+++, 0.416, 0.048, 4.811, 80.984, 0.014, 0.566, 6.063, 102.774
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_proc, Close_norm, 0.5261, 0.0281, 0.5015, 0.035, 0.009, 0.003, +++++, 0.266, 1.166, 6.427, 108.379, 0.014, 0.981, 6.871, 116.472
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_proc, Close_norm, 0.5145, 0.044, 0.4958, 0.059, 0.168, 0.046, +-++-, 0.37, -0.268, 4.161, 64.553, 0.014, 0.476, 5.738, 94.558
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_proc, Close_norm, 0.5287, 0.0374, 0.5072, 0.0235, 0.008, 0.003, ++++-, 0.237, 0.955, 4.797, 75.304, 0.012, 0.889, 6.368, 103.182
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, co-integration, time_join, 0, 5, 1, XGBRegressor, Close_proc, Close_norm, 0.4761, 0.0619, 0.4701, 0.0633, 0.175, 0.061, +--++, 0.284, 0.478, -2.414, -30.618, 0.012, 0.977, 2.762, 50.221
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_proc, Close_norm, 0.5293, 0.0441, 0.505, 0.0465, 0.008, 0.002, ++++-, 0.277, 1.275, 3.299, 50.552, 0.013, 1.121, 5.309, 86.71
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, co-integration, time_join, 0, 10, 1, XGBRegressor, Close_proc, Close_norm, 0.4998, 0.064, 0.4882, 0.0554, 0.183, 0.063, +-+++, 0.234, 1.035, 5.85, 98.671, 0.013, 1.214, 6.584, 110.77
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_proc, Close_norm, 0.5214, 0.0332, 0.5082, 0.0329, 0.008, 0.003, ++-++, 0.254, 1.415, 3.204, 53.554, 0.014, 1.298, 5.405, 91.274
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, co-integration, time_join, 0, 15, 1, XGBRegressor, Close_proc, Close_norm, 0.4955, 0.0649, 0.4776, 0.0656, 0.178, 0.063, --++-, 0.242, 0.481, -0.87, -11.997, 0.014, 1.004, 3.368, 58.499
 
