No. of features, selected_features, transformer, sim_func, fix_len_func, k stock, window_len, next_t, model, target_col, sim_col, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse, folds_result, mean_orders_count_per_hours, mean_sharpe_ratio, mean_profit_%, mean_profit, mean_L_orders_count_per_hours, mean_L_sharpe_ratio, mean_L_profit_%, mean_L_profit
1, ['Close_norm'], None, co-integration, time_join, 0, 5, 1, XGBClassifier, Close_norm, Close_norm, 0.4805, 0.0431, 0.4104, 0.0797, NaN, NaN, D---D, 0.229, -0.288, -5.593, -31.612, 0.018, 0.572, 0.745, 4.956
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 5, 1, XGBClassifier, Close_norm, Close_norm, 0.5338, 0.0181, 0.4566, 0.0933, NaN, NaN, D+--U, 0.214, 0.318, -2.73, -18.188, 0.018, 0.489, 2.177, 11.668
 1, ['Close_norm'], None, co-integration, time_join, 0, 10, 1, XGBClassifier, Close_norm, Close_norm, 0.4843, 0.0479, 0.4144, 0.0846, NaN, NaN, D+--D, 0.208, -0.331, -4.432, -24.22, 0.02, 0.254, 0.52, 1.938
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 10, 1, XGBClassifier, Close_norm, Close_norm, 0.5235, 0.0553, 0.4468, 0.1174, NaN, NaN, D+--D, 0.196, -0.025, -0.075, 3.712, 0.02, 0.378, 2.699, 15.904
 1, ['Close_norm'], None, co-integration, time_join, 0, 15, 1, XGBClassifier, Close_norm, Close_norm, 0.4977, 0.0338, 0.4159, 0.0752, NaN, NaN, D++-D, 0.161, 0.039, 2.88, 17.42, 0.022, 0.138, 4.234, 22.15
 1, ['Close_norm'], SAX, co-integration, time_join, 0, 15, 1, XGBClassifier, Close_norm, Close_norm, 0.5238, 0.0568, 0.4413, 0.1074, NaN, NaN, D+--D, 0.139, -0.146, -3.387, -14.228, 0.022, 0.034, 1.101, 6.326
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, time_join, 0, 5, 1, XGBClassifier, Close_norm, Close_norm, 0.529, 0.0963, 0.5104, 0.1027, NaN, NaN, -++-+, 0.42, 0.04, 4.465, 26.992, 0.018, 0.314, 5.597, 32.782
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, co-integration, time_join, 0, 5, 1, XGBClassifier, Close_norm, Close_norm, 0.4962, 0.045, 0.4216, 0.0495, NaN, NaN, +--++, 0.156, -0.153, -4.86, -24.08, 0.018, 0.232, 0.935, 7.246
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, co-integration, time_join, 0, 5, 1, XGBClassifier, Close_norm, Close_norm, 0.5034, 0.0456, 0.5015, 0.0472, NaN, NaN, -+--+, 0.355, -0.26, 1.973, 18.132, 0.018, 0.309, 4.351, 28.352
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, time_join, 0, 10, 1, XGBClassifier, Close_norm, Close_norm, 0.5619, 0.0671, 0.5436, 0.0775, NaN, NaN, ++-+-, 0.423, 0.484, 3.567, 20.808, 0.02, 0.625, 4.388, 23.528
